TransectID,veg_type,rate_m_yr,group
494,Built-up,0.1633202128478391,Built-up
495,Built-up,0.4883403038763172,Built-up
496,Degraded Vegetation,1.1388173249247489,Degraded Vegetation
497,Degraded Vegetation,0.5688300829259518,Degraded Vegetation
498,Built-up,4.480282161939458,Built-up
499,Degraded Vegetation,8.560668849256803,Degraded Vegetation
500,Degraded Vegetation,0.0775669036984861,Degraded Vegetation
501,Degraded Vegetation,-0.3100349266519712,Degraded Vegetation
502,Degraded Vegetation,-0.3403191990532368,Degraded Vegetation
503,Healthy Vegetation,-1.137869149446452,Healthy Vegetation
504,Degraded Vegetation,-0.0345424782503949,Degraded Vegetation
505,Built-up,2.711352130226601,Built-up
506,Degraded Vegetation,0.3099798161541129,Degraded Vegetation
507,Degraded Vegetation,2.140285555691674,Degraded Vegetation
508,Degraded Vegetation,-0.1397851864063652,Degraded Vegetation
509,Degraded Vegetation,0.5373364445186896,Degraded Vegetation
510,Built-up,0.9671444398198592,Built-up
511,Healthy Vegetation,0.0507569852953052,Healthy Vegetation
512,Degraded Vegetation,2.32024867952164,Degraded Vegetation
513,Built-up,3.140938388333201,Built-up
514,Built-up,2.898891379356629,Built-up
515,Built-up,-0.2388708689481944,Built-up
516,Built-up,-0.6772490484918559,Built-up
517,Built-up,1.1889524736140462,Built-up
518,Degraded Vegetation,-0.2714629083033769,Degraded Vegetation
519,Degraded Vegetation,-1.422661524667448,Degraded Vegetation
520,Built-up,-2.718966051375406,Built-up
521,Degraded Vegetation,-4.535354105292233,Degraded Vegetation
522,Degraded Vegetation,-3.6570395351026175,Degraded Vegetation
523,Degraded Vegetation,0.5626706245899041,Degraded Vegetation
524,Degraded Vegetation,-0.4440563551535198,Degraded Vegetation
525,Degraded Vegetation,-0.4610148198185382,Degraded Vegetation
526,Degraded Vegetation,0.2702693928993393,Degraded Vegetation
527,Degraded Vegetation,1.8837490227235256,Degraded Vegetation
528,Degraded Vegetation,-0.9703142677125478,Degraded Vegetation
529,Degraded Vegetation,0.2546469524994795,Degraded Vegetation
530,Degraded Vegetation,0.4874672909191858,Degraded Vegetation
531,Degraded Vegetation,0.0803799877339249,Degraded Vegetation
532,Degraded Vegetation,-0.0105902384182161,Degraded Vegetation
533,Degraded Vegetation,-2.048120965149479,Degraded Vegetation
534,Degraded Vegetation,-0.5546570830098071,Degraded Vegetation
535,Built-up,0.816211081090384,Built-up
536,Degraded Vegetation,0.4067313926982323,Degraded Vegetation
537,Degraded Vegetation,2.0712304689667698,Degraded Vegetation
538,Degraded Vegetation,1.728603408521558,Degraded Vegetation
539,Healthy Vegetation,1.680558606853232,Healthy Vegetation
540,Healthy Vegetation,1.5392550329198358,Healthy Vegetation
541,Healthy Vegetation,3.6589042301676287,Healthy Vegetation
542,Degraded Vegetation,2.9054582045962483,Degraded Vegetation
543,Built-up,-1.8543547112430143,Built-up
544,Built-up,-4.43651332706232,Built-up
545,Built-up,-1.6163186070511388,Built-up
546,Built-up,-1.0827670224969796,Built-up
547,Built-up,-2.2277606867931694,Built-up
548,Degraded Vegetation,-1.9607422306163027,Degraded Vegetation
549,Degraded Vegetation,-0.3682578824531151,Degraded Vegetation
550,Degraded Vegetation,0.67934116674657,Degraded Vegetation
551,Degraded Vegetation,1.3983342658889637,Degraded Vegetation
552,Built-up,0.0818526431868612,Built-up
553,Built-up,1.7500460143168075,Built-up
554,Built-up,1.419638941167061,Built-up
555,Built-up,-0.1296854502291517,Built-up
556,Built-up,0.0388434776549089,Built-up
557,Degraded Vegetation,0.938553056875358,Degraded Vegetation
558,Degraded Vegetation,1.0084821437504834,Degraded Vegetation
559,Degraded Vegetation,-0.4546199093763565,Degraded Vegetation
560,Degraded Vegetation,0.5679669483795724,Degraded Vegetation
561,Built-up,-0.7467609190905684,Built-up
562,Built-up,0.0728583384515851,Built-up
563,Degraded Vegetation,-1.4768356564924976,Degraded Vegetation
564,Built-up,-1.0720020552209746,Built-up
565,Built-up,-0.9082228314435216,Built-up
566,Built-up,-0.4264465723983154,Built-up
567,Degraded Vegetation,-0.2619379142361336,Degraded Vegetation
568,Built-up,-0.23436571216138,Built-up
569,Degraded Vegetation,1.2379300965339446,Degraded Vegetation
570,Built-up,0.3536568577910371,Built-up
571,Degraded Vegetation,1.7611206055187592,Degraded Vegetation
572,Built-up,0.4464863516151934,Built-up
573,Built-up,-0.5213862078408431,Built-up
574,Built-up,-0.6097268157452983,Built-up
575,Built-up,0.099729286902779,Built-up
576,Built-up,-0.2126560482403015,Built-up
577,Degraded Vegetation,-0.5027414090519696,Degraded Vegetation
578,Degraded Vegetation,-0.6840153880575789,Degraded Vegetation
579,Degraded Vegetation,-1.67194971150649,Degraded Vegetation
580,Built-up,-1.946425986272436,Built-up
581,Degraded Vegetation,-0.0952556867059478,Degraded Vegetation
582,Degraded Vegetation,-1.3631517737738772,Degraded Vegetation
583,Degraded Vegetation,-3.924114228837694,Degraded Vegetation
584,Degraded Vegetation,-4.819019480330894,Degraded Vegetation
585,Built-up,-0.6490189611201476,Built-up
586,Degraded Vegetation,-0.6266792842969793,Degraded Vegetation
587,Degraded Vegetation,-3.0855357759863997,Degraded Vegetation
588,Degraded Vegetation,-2.0359065093523787,Degraded Vegetation
589,Degraded Vegetation,-1.1409973119214254,Degraded Vegetation
590,Degraded Vegetation,-0.9041266925884496,Degraded Vegetation
591,Built-up,-1.3292875816431744,Built-up
592,Built-up,-1.0633837281614544,Built-up
593,Built-up,-1.792599607947194,Built-up
594,Built-up,-0.9444278528464372,Built-up
595,Built-up,-1.3971850553799388,Built-up
596,Built-up,0.1040939855806853,Built-up
597,Degraded Vegetation,0.4825022646583768,Degraded Vegetation
598,Built-up,-0.1759858401511699,Built-up
599,Built-up,-1.165833267460038,Built-up
600,Built-up,-2.609382692606739,Built-up
601,Built-up,-0.2263642538058395,Built-up
602,Degraded Vegetation,-1.1791142473293297,Degraded Vegetation
603,Built-up,-1.292731300223744,Built-up
604,Degraded Vegetation,-2.204284949164117,Degraded Vegetation
605,Built-up,-0.9389096677748042,Built-up
606,Degraded Vegetation,-0.986223547025634,Degraded Vegetation
607,Degraded Vegetation,-1.671314841988711,Degraded Vegetation
608,Degraded Vegetation,-1.9821356677321555,Degraded Vegetation
609,Degraded Vegetation,-2.885766687266311,Degraded Vegetation
610,Degraded Vegetation,-3.302319423196828,Degraded Vegetation
611,Built-up,-3.652844100096913,Built-up
612,Degraded Vegetation,-0.1055118738266478,Degraded Vegetation
613,Degraded Vegetation,-0.6641966897337924,Degraded Vegetation
614,Degraded Vegetation,-0.4293364081579466,Degraded Vegetation
615,Degraded Vegetation,-1.3215247468612996,Degraded Vegetation
616,Built-up,0.2494847126453687,Built-up
617,Built-up,0.2065848442917375,Built-up
618,Degraded Vegetation,0.0479696982047118,Degraded Vegetation
619,Degraded Vegetation,-0.3438658054087147,Degraded Vegetation
620,Degraded Vegetation,0.0831266279838334,Degraded Vegetation
621,Degraded Vegetation,0.2219810982702572,Degraded Vegetation
622,Degraded Vegetation,-0.1723809770638114,Degraded Vegetation
623,Degraded Vegetation,-0.4478290440678327,Degraded Vegetation
624,Healthy Vegetation,-0.2506748292920479,Healthy Vegetation
625,Healthy Vegetation,-0.9967934730573752,Healthy Vegetation
626,Healthy Vegetation,-0.2368993386076642,Healthy Vegetation
627,Degraded Vegetation,0.0664864107252218,Degraded Vegetation
628,Degraded Vegetation,-1.0170531509483731,Degraded Vegetation
629,Degraded Vegetation,-0.9895357559279696,Degraded Vegetation
630,Degraded Vegetation,-0.4716738358452376,Degraded Vegetation
631,Degraded Vegetation,-0.9502633193959832,Degraded Vegetation
632,Degraded Vegetation,-0.5829355570012288,Degraded Vegetation
633,Degraded Vegetation,-0.4696856071244253,Degraded Vegetation
634,Degraded Vegetation,0.241190618897832,Degraded Vegetation
635,Degraded Vegetation,-0.2797605456631601,Degraded Vegetation
636,Healthy Vegetation,-0.2256265266047398,Healthy Vegetation
637,Degraded Vegetation,-0.3986420227920922,Degraded Vegetation
638,Healthy Vegetation,-0.108882163913062,Healthy Vegetation
639,Healthy Vegetation,-0.1875766200369935,Healthy Vegetation
640,Degraded Vegetation,0.3099192761023551,Degraded Vegetation
641,Degraded Vegetation,0.28659916101399,Degraded Vegetation
642,Degraded Vegetation,0.484936097127059,Degraded Vegetation
643,Healthy Vegetation,1.101516599207482,Healthy Vegetation
644,Healthy Vegetation,0.6994132634302064,Healthy Vegetation
645,Degraded Vegetation,0.6737992000279183,Degraded Vegetation
646,Healthy Vegetation,0.5544532293702811,Healthy Vegetation
647,Degraded Vegetation,0.4750358043375403,Degraded Vegetation
648,Degraded Vegetation,0.2193650477487422,Degraded Vegetation
649,Degraded Vegetation,-0.0777902919561198,Degraded Vegetation
650,Degraded Vegetation,0.5643690453692386,Degraded Vegetation
651,Degraded Vegetation,0.0367366687945922,Degraded Vegetation
652,Degraded Vegetation,0.045271680778185,Degraded Vegetation
653,Healthy Vegetation,-0.2512800977141605,Healthy Vegetation
654,Degraded Vegetation,-0.1650984198423855,Degraded Vegetation
655,Degraded Vegetation,-0.5298757354887867,Degraded Vegetation
656,Degraded Vegetation,-1.7243708871620929,Degraded Vegetation
657,Degraded Vegetation,-0.6949125210156267,Degraded Vegetation
658,Degraded Vegetation,-0.9837109165963192,Degraded Vegetation
659,Degraded Vegetation,-1.4959054226734716,Degraded Vegetation
660,Degraded Vegetation,-1.2601116212290449,Degraded Vegetation
661,Degraded Vegetation,-0.9506000847723738,Degraded Vegetation
662,Degraded Vegetation,0.0149851580798012,Degraded Vegetation
663,Degraded Vegetation,-0.2289258869510768,Degraded Vegetation
664,Degraded Vegetation,-0.1182784577877095,Degraded Vegetation
665,Degraded Vegetation,-0.3078487618340476,Degraded Vegetation
666,Degraded Vegetation,0.0007616673558942,Degraded Vegetation
667,Degraded Vegetation,-0.2690465864934468,Degraded Vegetation
668,Degraded Vegetation,-0.3835621721755621,Degraded Vegetation
669,Built-up,-0.612990412699048,Built-up
670,Built-up,-0.4935260887437277,Built-up
671,Built-up,-1.186693438854959,Built-up
672,Built-up,0.4158394510129,Built-up
673,Built-up,0.3804717515593204,Built-up
674,Built-up,0.7633281319846588,Built-up
675,Built-up,0.5035275739791145,Built-up
676,Built-up,-0.1361348176814129,Built-up
677,Built-up,-0.5636316241147308,Built-up
678,Built-up,-1.1595163211482906,Built-up
679,Built-up,-3.1102843394107307,Built-up
680,Built-up,-2.7841213784580208,Built-up
681,Degraded Vegetation,-1.3985072507778462,Degraded Vegetation
682,Built-up,-2.5420508287998715,Built-up
683,Degraded Vegetation,-1.792347654322902,Degraded Vegetation
684,Built-up,-1.3738051827395308,Built-up
685,Degraded Vegetation,-2.9871425685172115,Degraded Vegetation
686,Degraded Vegetation,-0.2019795229274908,Degraded Vegetation
687,Degraded Vegetation,-2.102076817105502,Degraded Vegetation
688,Degraded Vegetation,-2.9136435823162325,Degraded Vegetation
689,Built-up,-0.062311157739799,Built-up
690,Degraded Vegetation,-0.2279206165562994,Degraded Vegetation
691,Built-up,0.102471670967014,Built-up
692,Degraded Vegetation,-0.5373295544707491,Degraded Vegetation
693,Degraded Vegetation,-0.8710707278011879,Degraded Vegetation
694,Degraded Vegetation,-0.4935571560940205,Degraded Vegetation
696,Degraded Vegetation,-1.5974615623901232,Degraded Vegetation
697,Degraded Vegetation,-0.6423888653697927,Degraded Vegetation
698,Degraded Vegetation,-0.8847203631166505,Degraded Vegetation
699,Degraded Vegetation,-0.8356934295371248,Degraded Vegetation
700,Built-up,0.1858868173486312,Built-up
701,Degraded Vegetation,-0.0134423451897174,Degraded Vegetation
702,Built-up,-0.6821918685488241,Built-up
703,Degraded Vegetation,-0.3091394549392728,Degraded Vegetation
704,Degraded Vegetation,-0.2840984608296581,Degraded Vegetation
705,Built-up,-0.6149861505220022,Built-up
706,Degraded Vegetation,-0.7547112251026342,Degraded Vegetation
707,Degraded Vegetation,-1.9660099882871784,Degraded Vegetation
708,Degraded Vegetation,-0.7508243644153028,Degraded Vegetation
709,Degraded Vegetation,-0.4224762435133637,Degraded Vegetation
710,Degraded Vegetation,-0.5336228489107798,Degraded Vegetation
711,Degraded Vegetation,-1.4349108784825455,Degraded Vegetation
712,Degraded Vegetation,-1.6526637460548776,Degraded Vegetation
713,Degraded Vegetation,-1.0710490087927758,Degraded Vegetation
714,Degraded Vegetation,-0.6187757689129664,Degraded Vegetation
715,Degraded Vegetation,-0.7308451508823095,Degraded Vegetation
716,Degraded Vegetation,-1.364258444489757,Degraded Vegetation
717,Degraded Vegetation,-0.6849169608822737,Degraded Vegetation
718,Degraded Vegetation,-1.1510598671650776,Degraded Vegetation
719,Degraded Vegetation,-1.5034843324873226,Degraded Vegetation
720,Degraded Vegetation,-5.62559294289165,Degraded Vegetation
721,Built-up,-7.542486219736816,Built-up
722,Built-up,-6.523849168032453,Built-up
723,Built-up,-2.7449710348815333,Built-up
725,Degraded Vegetation,0.3838687229263787,Degraded Vegetation
726,Degraded Vegetation,-2.2844252831142686,Degraded Vegetation
727,Degraded Vegetation,-5.176482575566956,Degraded Vegetation
746,Built-up,7.425165277003328,Built-up
768,Degraded Vegetation,1.117252557231365,Degraded Vegetation
769,Degraded Vegetation,-0.4011990290499971,Degraded Vegetation
770,Degraded Vegetation,4.596754998697602,Degraded Vegetation
771,Degraded Vegetation,8.793674709810968,Degraded Vegetation
772,Degraded Vegetation,7.120982564993217,Degraded Vegetation
773,Healthy Vegetation,4.824177020456531,Healthy Vegetation
774,Degraded Vegetation,1.841169438511004,Degraded Vegetation
775,Built-up,0.1074643828474219,Built-up
776,Degraded Vegetation,1.4607809616172092,Degraded Vegetation
777,Built-up,0.8324862489402345,Built-up
781,Built-up,9.42779035691837,Built-up
784,Built-up,6.602986067487249,Built-up
785,Degraded Vegetation,7.502429750839234,Degraded Vegetation
796,Built-up,9.320631410060669,Built-up
797,Degraded Vegetation,10.220403971038929,Degraded Vegetation
802,Degraded Vegetation,9.868572778827136,Degraded Vegetation
805,Built-up,4.625920209985548,Built-up
806,Built-up,0.389508922660826,Built-up
810,Built-up,1.44767956913371,Built-up
815,Degraded Vegetation,5.7886169400780485,Degraded Vegetation
817,Built-up,0.0020056013193897,Built-up
818,Degraded Vegetation,2.732619477737708,Degraded Vegetation
819,Degraded Vegetation,1.5524019191692937,Degraded Vegetation
820,Built-up,0.6198707799495298,Built-up
821,Built-up,3.687900571102309,Built-up
822,Built-up,-0.2006176989760734,Built-up
823,Degraded Vegetation,0.091095223784382,Degraded Vegetation
824,Degraded Vegetation,0.7018637236371663,Degraded Vegetation
825,Degraded Vegetation,0.8247924544744845,Degraded Vegetation
826,Built-up,1.4607969012842943,Built-up
827,Built-up,-0.4506201964260937,Built-up
831,Built-up,0.702485541261125,Built-up
832,Built-up,0.5976810491053572,Built-up
833,Built-up,2.1542919000370544,Built-up
834,Healthy Vegetation,0.4891541148683029,Healthy Vegetation
835,Built-up,0.184090328593214,Built-up
836,Built-up,-0.7211756007770169,Built-up
837,Degraded Vegetation,-0.1136491129361483,Degraded Vegetation
838,Degraded Vegetation,0.5009599457914242,Degraded Vegetation
839,Degraded Vegetation,0.2852653721328726,Degraded Vegetation
840,Degraded Vegetation,0.0504895189141033,Degraded Vegetation
846,Built-up,9.702046176553404,Built-up
848,Degraded Vegetation,7.710532582851858,Degraded Vegetation
849,Built-up,2.3775448327088373,Built-up
851,Degraded Vegetation,8.76176951506102,Degraded Vegetation
852,Degraded Vegetation,7.173949443020725,Degraded Vegetation
853,Degraded Vegetation,7.926097699592773,Degraded Vegetation
854,Degraded Vegetation,7.764470496761826,Degraded Vegetation
855,Built-up,9.451903991340696,Built-up
856,Degraded Vegetation,8.53748904261848,Degraded Vegetation
857,Degraded Vegetation,8.041544326845546,Degraded Vegetation
858,Built-up,9.667000403694413,Built-up
860,Built-up,9.2167659074718,Built-up
863,Built-up,7.622182516634849,Built-up
864,Built-up,9.250999609182143,Built-up
865,Degraded Vegetation,8.558941469652446,Degraded Vegetation
866,Degraded Vegetation,9.188042641258468,Degraded Vegetation
867,Degraded Vegetation,7.542962070226194,Degraded Vegetation
868,Degraded Vegetation,6.230394703204322,Degraded Vegetation
869,Degraded Vegetation,5.643997176353761,Degraded Vegetation
870,Degraded Vegetation,7.648379254231745,Degraded Vegetation
871,Degraded Vegetation,6.943460725401224,Degraded Vegetation
872,Degraded Vegetation,6.387807815486156,Degraded Vegetation
873,Degraded Vegetation,6.63215900536465,Degraded Vegetation
874,Degraded Vegetation,6.599764091507027,Degraded Vegetation
875,Degraded Vegetation,5.60041172490671,Degraded Vegetation
876,Degraded Vegetation,5.040936909058914,Degraded Vegetation
877,Degraded Vegetation,5.027531920932676,Degraded Vegetation
878,Degraded Vegetation,4.699076745968475,Degraded Vegetation
879,Degraded Vegetation,5.638592749891959,Degraded Vegetation
880,Healthy Vegetation,5.005568838611646,Healthy Vegetation
881,Healthy Vegetation,4.710791065873986,Healthy Vegetation
882,Healthy Vegetation,4.6900715324533,Healthy Vegetation
883,Healthy Vegetation,3.653820123017563,Healthy Vegetation
885,Degraded Vegetation,2.7505260403409038,Degraded Vegetation
886,Degraded Vegetation,3.007477836127676,Degraded Vegetation
887,Degraded Vegetation,2.506110615411448,Degraded Vegetation
888,Degraded Vegetation,0.8831924976600986,Degraded Vegetation
889,Degraded Vegetation,0.4243959057673189,Degraded Vegetation
890,Healthy Vegetation,1.0362189356470082,Healthy Vegetation
891,Healthy Vegetation,0.7306684762238265,Healthy Vegetation
892,Healthy Vegetation,0.987484509808826,Healthy Vegetation
893,Healthy Vegetation,0.5807897787402525,Healthy Vegetation
894,Degraded Vegetation,2.1074064080754997,Degraded Vegetation
895,Degraded Vegetation,1.2459036193650133,Degraded Vegetation
896,Degraded Vegetation,1.4845456772078518,Degraded Vegetation
897,Degraded Vegetation,1.189933715691138,Degraded Vegetation
898,Degraded Vegetation,0.2166754846508956,Degraded Vegetation
899,Degraded Vegetation,0.1562673295346361,Degraded Vegetation
900,Degraded Vegetation,0.6172402857453438,Degraded Vegetation
901,Degraded Vegetation,-0.2464083315666521,Degraded Vegetation
902,Degraded Vegetation,0.1192161308351716,Degraded Vegetation
903,Healthy Vegetation,0.7013226127314927,Healthy Vegetation
905,Healthy Vegetation,0.2413752092244047,Healthy Vegetation
906,Healthy Vegetation,1.4867030190255723,Healthy Vegetation
907,Healthy Vegetation,-0.4158825146315488,Healthy Vegetation
908,Degraded Vegetation,-0.7938175797336513,Degraded Vegetation
909,Degraded Vegetation,-0.4854005245615945,Degraded Vegetation
910,Degraded Vegetation,-0.617330366591741,Degraded Vegetation
911,Degraded Vegetation,-0.769044235550276,Degraded Vegetation
912,Degraded Vegetation,-1.0947667821322566,Degraded Vegetation
913,Degraded Vegetation,-0.6914484273365611,Degraded Vegetation
914,Degraded Vegetation,-0.9832164487306454,Degraded Vegetation
915,Degraded Vegetation,-0.3120525196276627,Degraded Vegetation
916,Degraded Vegetation,-0.7525435172389175,Degraded Vegetation
917,Degraded Vegetation,-0.9273185096019424,Degraded Vegetation
918,Degraded Vegetation,-0.4534198041285013,Degraded Vegetation
919,Degraded Vegetation,-1.0216867958526246,Degraded Vegetation
920,Degraded Vegetation,-0.8453769181769628,Degraded Vegetation
921,Degraded Vegetation,-1.1099933889264082,Degraded Vegetation
922,Healthy Vegetation,-0.7199157855574438,Healthy Vegetation
923,Healthy Vegetation,-0.9629362012349916,Healthy Vegetation
925,Healthy Vegetation,-0.6363049129955869,Healthy Vegetation
926,Degraded Vegetation,-0.9166172270921548,Degraded Vegetation
927,Healthy Vegetation,-0.4076199948405825,Healthy Vegetation
928,Healthy Vegetation,-0.6899112886723431,Healthy Vegetation
929,Degraded Vegetation,-0.3475632193634569,Degraded Vegetation
930,Healthy Vegetation,-0.1380062001839326,Healthy Vegetation
931,Degraded Vegetation,0.3423626616108999,Degraded Vegetation
932,Built-up,-0.2847183505397616,Built-up
933,Built-up,-0.4881509688536795,Built-up
934,Built-up,-0.3957186918566572,Built-up
935,Degraded Vegetation,0.1582712043144545,Degraded Vegetation
936,Degraded Vegetation,-1.539065996688867,Degraded Vegetation
937,Degraded Vegetation,0.1037223661561186,Degraded Vegetation
938,Built-up,0.1526048573354449,Built-up
939,Degraded Vegetation,-1.2332116567477396,Degraded Vegetation
940,Degraded Vegetation,-1.6328403377355545,Degraded Vegetation
941,Degraded Vegetation,-2.1705683684363586,Degraded Vegetation
942,Degraded Vegetation,-2.998073103253774,Degraded Vegetation
943,Degraded Vegetation,-1.3020310043036636,Degraded Vegetation
944,Healthy Vegetation,-1.0825754936641214,Healthy Vegetation
945,Healthy Vegetation,-0.972605427907986,Healthy Vegetation
946,Degraded Vegetation,-0.091029844062428,Degraded Vegetation
947,Degraded Vegetation,-0.4937460804414272,Degraded Vegetation
948,Degraded Vegetation,-0.6251247932812075,Degraded Vegetation
949,Degraded Vegetation,-0.2426340042381337,Degraded Vegetation
950,Degraded Vegetation,-0.2408518665940456,Degraded Vegetation
951,Degraded Vegetation,-0.8784452761370416,Degraded Vegetation
952,Degraded Vegetation,-1.1034514226313137,Degraded Vegetation
953,Degraded Vegetation,-0.9751808805577292,Degraded Vegetation
954,Degraded Vegetation,-0.5505606754844443,Degraded Vegetation
955,Degraded Vegetation,-0.7493017958444743,Degraded Vegetation
956,Built-up,-0.4305916282704339,Built-up
957,Built-up,-0.5446172436260862,Built-up
960,Degraded Vegetation,0.5526975004468241,Degraded Vegetation
961,Degraded Vegetation,0.5663011211921458,Degraded Vegetation
